id,identifica,bouwjaar,status,gebruiksdo,oppervlakt,oppervla_1,aantal_ver,geometry
pand.9071798,1916100000366529,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86070.89200000001 456174.15 0, 86066.512 456181.548 0, 86067.41099999999 456182.564 0, 86068.173 456183.227 0, 86068.96000000001 456183.702 0, 86070.194 456184.134 0, 86071.454 456184.334 0, 86072.698 456184.252 0, 86074.262 456183.764 0, 86080.59699999999 456179.898 0, 86070.89200000001 456174.15 0))"
pand.9071799,1916100000366532,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86205.666 456128.866 0, 86213.311 456116.35 0, 86212.095 456115.898 0, 86210.245 456115.412 0, 86208.394 456115.141 0, 86205.75199999999 456115.036 0, 86203.25 456115.24 0, 86202.005 456115.478 0, 86200.14 456115.971 0, 86198.217 456116.715 0, 86196.285 456117.68 0, 86191.875 456120.462 0, 86205.666 456128.866 0))"
pand.9071800,1916100000366535,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86112.947 456194.98 0, 86096.864 456185.152 0, 86096.811 456185.239 0, 86095.395 456184.378 0, 86093.71400000001 456187.794 0, 86092.83900000001 456190.696 0, 86092.591 456192.469 0, 86108.58100000001 456202.149 0, 86112.947 456194.98 0))"
pand.9071801,1916100000366536,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86108.58100000001 456202.149 0, 86092.591 456192.469 0, 86092.52899999999 456192.917 0, 86092.44100000001 456195.429 0, 86092.97199999999 456199.073 0, 86094.024 456202.048 0, 86094.94899999999 456204.061 0, 86097.181 456207.09 0, 86098.891 456208.836 0, 86102.62699999999 456211.926 0, 86108.58100000001 456202.149 0))"
pand.9071802,1916100000366537,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86102.62699999999 456211.926 0, 86103.005 456212.24 0, 86108.95299999999 456216.931 0, 86114.651 456207.538 0, 86107.804 456203.426 0, 86102.62699999999 456211.926 0))"
pand.9071803,1916100000366538,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86201.455 456135.76 0, 86205.666 456128.866 0, 86191.875 456120.462 0, 86184.363 456125.291 0, 86201.455 456135.76 0))"
pand.9071804,1916100000366545,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86164.186 456250.626 0, 86171.685 456253.972 0, 86177.56600000001 456244.257 0, 86170.702 456240.075 0, 86164.186 456250.626 0))"
pand.9071807,1916100000366575,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86347.598 456086.473 0, 86342.91899999999 456083.701 0, 86327.568 456074.623 0, 86321.33900000001 456080.176 0, 86343.508 456093.376 0, 86347.598 456086.473 0))"
pand.9071810,1916100000366582,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86283.023 456239.435 0, 86273.912 456234.014 0, 86269.825 456240.911 0, 86278.98 456246.258 0, 86283.023 456239.435 0))"
pand.9071812,1916100000366585,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86262.05 456092.405 0, 86257.897 456099.365 0, 86247.65700000001 456116.526 0, 86251.535 456118.832 0, 86252.833 456119.36 0, 86253.603 456119.598 0, 86254.03999999999 456119.734 0, 86255.81600000001 456120.032 0, 86257.534 456120.033 0, 86259.641 456119.687 0, 86261.33199999999 456119.161 0, 86262.931 456118.331 0, 86264.808 456117.042 0, 86273.91 456108.932 0, 86280.27499999999 456103.261 0, 86262.05 456092.405 0))"
pand.9071814,1916100000366590,2016,Bouw gestart,industriefunctie,8,50,11,"POLYGON Z ((86297.458 456195.417 0, 86281.87300000001 456185.994 0, 86279.15300000001 456190.585 0, 86294.827 456199.777 0, 86297.458 456195.417 0))"
pand.9071815,1916100000366596,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86322.80899999999 456128.226 0, 86326.95299999999 456121.233 0, 86295.923 456102.846 0, 86289.565 456108.5 0, 86322.80899999999 456128.226 0))"
pand.9071816,1916100000366597,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86295.923 456102.846 0, 86326.95299999999 456121.233 0, 86331.076 456114.274 0, 86303.962 456098.092 0, 86300.253 456100.527 0, 86295.974 456102.801 0, 86295.923 456102.846 0))"
pand.9071818,1916100000366601,2016,Bouw gestart,None,0,0,0,"POLYGON Z ((86325.33199999999 456139.23 0, 86328.823 456133.335 0, 86339.296 456139.536 0, 86343.954 456131.668 0, 86329.21400000001 456122.628 0, 86344.806 456096.461 0, 86348.95299999999 456089.5 0, 86351.895 456084.563 0, 86344.876 456080.422 0, 86342.91899999999 456083.701 0, 86347.598 456086.473 0, 86340.726 456098.071 0, 86318.076 456084.65 0, 86316.90399999999 456086.745 0, 86339.44 456100.159 0, 86335.219 456107.283 0, 86326.95299999999 456121.233 0, 86322.80899999999 456128.226 0, 86318.611 456135.311 0, 86325.33199999999 456139.23 0))"
pand.9071819,1916100000366606,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86318.53 456069.214 0, 86310.034 456064.159 0, 86303.00999999999 456075.942 0, 86307.77899999999 456078.786 0, 86318.53 456069.214 0))"
pand.9071820,1916100000366611,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86256.84 456079.507 0, 86266.319 456085.144 0, 86266.17200000001 456085.391 0, 86286.649 456097.582 0, 86287.625 456096.155 0, 86288.414 456095.001 0, 86289.742 456093.239 0, 86290.698 456091.969 0, 86291.519 456091.078 0, 86292.042 456090.509 0, 86293.569 456088.851 0, 86295.24800000001 456087.258 0, 86297.299 456085.442 0, 86299.56600000001 456083.685 0, 86303.09699999999 456081.319 0, 86305.45299999999 456079.957 0, 86304.573 456079.467 0, 86269.326 456058.508 0, 86260.799 456072.848 0, 86256.84 456079.507 0))"
pand.9071821,1916100000366613,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86280.27499999999 456103.261 0, 86286.649 456097.582 0, 86266.17200000001 456085.391 0, 86265.321 456086.922 0, 86262.05 456092.405 0, 86280.27499999999 456103.261 0))"
pand.9071822,1916100000366616,2016,Bouw gestart,None,0,0,0,"POLYGON Z ((86297.7 456021.589 0, 86295.92 456020.535 0, 86280.361 456046.829 0, 86275.462 456043.916 0, 86271.986 456049.762 0, 86268.573 456055.502 0, 86261.791 456066.909 0, 86254.882 456078.528 0, 86241.46000000001 456070.341 0, 86240.409 456072.109 0, 86247.99000000001 456076.617 0, 86255.614 456081.15 0, 86265.321 456086.922 0, 86266.17200000001 456085.391 0, 86256.84 456079.507 0, 86269.326 456058.508 0, 86304.573 456079.467 0, 86305.658 456077.522 0, 86275.30100000001 456059.415 0, 86280.992 456049.786 0, 86282.56200000001 456047.153 0, 86297.7 456021.589 0))"
pand.9071823,1916100000366618,2016,Bouw gestart,winkelfunctie,100,100,6,"POLYGON Z ((86343.673 456150.089 0, 86325.33199999999 456139.23 0, 86318.611 456135.311 0, 86322.80899999999 456128.226 0, 86289.565 456108.5 0, 86273.97100000001 456122.366 0, 86274.45600000001 456122.651 0, 86329.011 456154.724 0, 86334.806 456160.164 0, 86342.42 456152.251 0, 86343.673 456150.089 0))"
pand.9071826,1916100000366621,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86327.568 456074.623 0, 86342.91899999999 456083.701 0, 86347.12300000001 456076.656 0, 86334.012 456068.879 0, 86327.568 456074.623 0))"
pand.9071830,1916100000366627,2016,Bouw gestart,winkelfunctie,100,100,4,"POLYGON Z ((86287.88800000001 456211.276 0, 86296.62300000001 456216.483 0, 86306.069 456200.541 0, 86297.458 456195.417 0, 86287.88800000001 456211.276 0))"
pand.9071831,1916100000366628,2016,Bouw gestart,winkelfunctie,100,100,4,"POLYGON Z ((86132.83100000001 456158.312 0, 86163.67600000001 456177.333 0, 86171.431 456164.758 0, 86169.773 456163.736 0, 86146.632 456149.466 0, 86132.83100000001 456158.312 0))"
pand.9071832,1916100000366634,2016,Bouw gestart,winkelfunctie,100,100,8,"POLYGON Z ((86066.512 456181.548 0, 86070.89200000001 456174.15 0, 86075.09299999999 456167.055 0, 86079.31 456159.935 0, 86086.469 456164.228 0, 86090.659 456157.152 0, 86097.917 456144.894 0, 86097.126 456144.426 0, 86086.08100000001 456151.543 0, 86085.06 456151.987 0, 86080.518 456151.275 0, 86076.821 456150.597 0, 86075.43799999999 456150.821 0, 86074.21000000001 456151.748 0, 86061.742 456172.887 0, 86061.602 456173.542 0, 86061.56 456174.739 0, 86061.856 456175.86 0, 86062.386 456176.885 0, 86062.645 456177.177 0, 86066.512 456181.548 0))"
pand.9071833,1916100000366636,2016,Bouw gestart,None,0,0,0,"POLYGON Z ((86097.917 456144.894 0, 86101.406 456139.002 0, 86094.21000000001 456128.016 0, 86080.518 456151.275 0, 86085.06 456151.987 0, 86086.08100000001 456151.543 0, 86097.126 456144.426 0, 86097.917 456144.894 0))"
pand.9071834,1916100000366639,2016,Bouw gestart,"industriefunctie, winkelfunctie",100,100,16,"POLYGON Z ((86102.30499999999 456106.345 0, 86115.95699999999 456114.429 0, 86101.406 456139.002 0, 86090.659 456157.152 0, 86092.58100000001 456158.293 0, 86113.564 456122.857 0, 86113.87699999999 456123.042 0, 86125.19899999999 456103.92 0, 86136.936 456111.037 0, 86145.652 456096.316 0, 86166.473 456108.645 0, 86166.883 456108.888 0, 86166.87300000001 456108.903 0, 86169.72 456110.589 0, 86170.787 456108.786 0, 86171.439 456107.677 0, 86118.723 456076.467 0, 86114.265 456084.025 0, 86115.19500000001 456084.575 0, 86102.30499999999 456106.345 0))"
pand.9071835,1916100000366642,2016,Bouw gestart,None,0,0,0,"POLYGON Z ((86136.936 456111.037 0, 86125.19899999999 456103.92 0, 86115.56600000001 456120.189 0, 86127.29300000001 456127.133 0, 86129.90300000001 456122.913 0, 86136.936 456111.037 0))"
pand.9071836,1916100000366645,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86070.89200000001 456174.15 0, 86080.59699999999 456179.898 0, 86088.54399999999 456175.049 0, 86075.09299999999 456167.055 0, 86070.89200000001 456174.15 0))"
pand.9071837,1916100000366647,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86154.09299999999 456144.691 0, 86174.007 456156.783 0, 86180.932 456161.033 0, 86185.124 456154.134 0, 86161.64999999999 456139.855 0, 86154.09299999999 456144.691 0))"
pand.9071838,1916100000366648,2016,Bouw gestart,winkelfunctie,100,100,4,"POLYGON Z ((86075.09299999999 456167.055 0, 86088.564 456175.036 0, 86096.458 456170.219 0, 86086.469 456164.228 0, 86079.31 456159.935 0, 86075.09299999999 456167.055 0))"
pand.9071839,1916100000366650,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86197.27099999999 456142.61 0, 86201.455 456135.76 0, 86184.363 456125.291 0, 86176.81200000001 456130.152 0, 86197.27099999999 456142.61 0))"
pand.9071840,1916100000366651,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86086.469 456164.228 0, 86096.458 456170.219 0, 86104.451 456165.341 0, 86092.58100000001 456158.293 0, 86090.659 456157.152 0, 86086.469 456164.228 0))"
pand.9071841,1916100000366653,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86200.44899999999 456144.546 0, 86176.81200000001 456130.152 0, 86169.197 456135.025 0, 86196.2 456151.471 0, 86200.44899999999 456144.546 0))"
pand.9071842,1916100000366654,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86092.58100000001 456158.293 0, 86104.451 456165.341 0, 86112.444 456160.463 0, 86096.754 456151.245 0, 86092.58100000001 456158.293 0))"
pand.9071843,1916100000366656,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86112.444 456160.463 0, 86120.402 456155.607 0, 86100.98 456144.109 0, 86096.754 456151.245 0, 86112.444 456160.463 0))"
pand.9071844,1916100000366657,2016,Bouw gestart,None,0,0,0,"POLYGON Z ((86117.882 456198.288 0, 86119.62 456199.346 0, 86122.74400000001 456194.216 0, 86129.63 456198.41 0, 86137.141 456185.587 0, 86146.84 456191.397 0, 86155.72199999999 456176.571 0, 86185.796 456194.587 0, 86168.927 456222.341 0, 86165.709 456227.626 0, 86161.531 456234.488 0, 86163.783 456235.859 0, 86172.674 456221.123 0, 86179.65399999999 456209.644 0, 86189.72500000001 456193.174 0, 86197.012 456181.208 0, 86198.186 456179.281 0, 86201.182 456181.116 0, 86203.45 456177.415 0, 86203.986 456176.512 0, 86200.985 456174.685 0, 86203.899 456169.899 0, 86205.22500000001 456167.721 0, 86209.86599999999 456170.569 0, 86211.952 456167.142 0, 86217.701 456157.702 0, 86232.546 456166.742 0, 86231.53 456168.409 0, 86234.247 456170.064 0, 86234.899 456168.992 0, 86237.50999999999 456170.579 0, 86238.764 456168.509 0, 86239.874 456169.182 0, 86240.21799999999 456168.614 0, 86237.534 456166.987 0, 86231.393 456163.271 0, 86225.86500000001 456159.926 0, 86220.13499999999 456156.458 0, 86214.59 456153.103 0, 86208.902 456149.661 0, 86200.44899999999 456144.546 0, 86196.2 456151.471 0, 86191.999 456158.316 0, 86185.124 456154.134 0, 86180.932 456161.033 0, 86174.007 456156.783 0, 86169.773 456163.736 0, 86171.431 456164.758 0, 86163.67600000001 456177.333 0, 86132.83100000001 456158.312 0, 86129.69100000001 456160.307 0, 86153.63800000001 456174.983 0, 86146.18700000001 456187.438 0, 86137.46000000001 456182.124 0, 86133.348 456188.875 0, 86129.139 456195.787 0, 86122.039 456191.463 0, 86117.882 456198.288 0))"
pand.9071845,1916100000366658,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86100.98 456144.109 0, 86120.402 456155.607 0, 86128.34699999999 456150.758 0, 86105.19899999999 456136.985 0, 86100.98 456144.109 0))"
pand.9071846,1916100000366660,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86105.19899999999 456136.985 0, 86128.34699999999 456150.758 0, 86136.34299999999 456145.879 0, 86109.363 456129.952 0, 86105.19899999999 456136.985 0))"
pand.9071847,1916100000366661,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86113.564 456122.857 0, 86109.363 456129.952 0, 86136.34299999999 456145.879 0, 86144.099 456140.927 0, 86113.564 456122.857 0))"
pand.9071848,1916100000366662,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86115.56600000001 456120.189 0, 86113.87699999999 456123.042 0, 86144.099 456140.927 0, 86151.749 456135.881 0, 86129.90300000001 456122.913 0, 86127.29300000001 456127.133 0, 86115.56600000001 456120.189 0))"
pand.9071849,1916100000366663,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86129.90300000001 456122.913 0, 86151.749 456135.881 0, 86159.406 456130.829 0, 86134.08500000001 456115.851 0, 86129.90300000001 456122.913 0))"
pand.9071850,1916100000366664,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86134.08500000001 456115.851 0, 86159.406 456130.829 0, 86167.016 456125.809 0, 86138.299 456108.736 0, 86134.08500000001 456115.851 0))"
pand.9071851,1916100000366665,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86138.299 456108.736 0, 86167.016 456125.809 0, 86174.673 456120.759 0, 86163.731 456114.21 0, 86166.883 456108.888 0, 86145.652 456096.316 0, 86138.299 456108.736 0))"
pand.9071852,1916100000366666,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86163.731 456114.21 0, 86174.673 456120.759 0, 86182.322 456115.713 0, 86170.787 456108.786 0, 86169.72 456110.589 0, 86166.87300000001 456108.903 0, 86163.731 456114.21 0))"
pand.9071853,1916100000366667,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86170.787 456108.786 0, 86182.322 456115.713 0, 86185.61599999999 456113.54 0, 86186.16800000001 456113.154 0, 86186.893 456112.523 0, 86187.315 456112.082 0, 86187.909 456111.306 0, 86188.321 456110.678 0, 86188.70699999999 456109.899 0, 86174.93399999999 456101.73 0, 86171.439 456107.677 0, 86170.787 456108.786 0))"
pand.9071854,1916100000366668,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86178.52 456095.629 0, 86174.93399999999 456101.73 0, 86188.70699999999 456109.899 0, 86188.768 456109.776 0, 86188.88499999999 456109.388 0, 86189.17200000001 456108.443 0, 86189.298 456107.676 0, 86189.378 456106.471 0, 86189.215 456105.114 0, 86188.77800000001 456103.599 0, 86188.01700000001 456102.17 0, 86187.014 456100.946 0, 86185.817 456099.95 0, 86178.52 456095.629 0))"
pand.9071855,1916100000366678,2016,Bouw gestart,None,0,0,0,"POLYGON Z ((86094.21000000001 456128.016 0, 86101.406 456139.002 0, 86107.45600000001 456128.785 0, 86092.99099999999 456120.185 0, 86092.705 456121.053 0, 86092.864 456122.498 0, 86095.298 456126.167 0, 86094.21000000001 456128.016 0))"
pand.9071856,1916100000366680,2016,Bouw gestart,"bijeenkomstfunctie, winkelfunctie",100,100,6,"POLYGON Z ((86107.45600000001 456128.785 0, 86111.61500000001 456121.76 0, 86097.04300000001 456113.264 0, 86093.04700000001 456120.014 0, 86092.99099999999 456120.185 0, 86107.45600000001 456128.785 0))"
pand.9071857,1916100000366681,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86111.61500000001 456121.76 0, 86115.95699999999 456114.429 0, 86102.30499999999 456106.345 0, 86101.443 456105.834 0, 86097.04300000001 456113.264 0, 86111.61500000001 456121.76 0))"
pand.9071859,1916100000366684,2016,Bouw gestart,winkelfunctie,100,3679,4,"POLYGON Z ((86114.651 456207.538 0, 86119.62 456199.346 0, 86117.882 456198.288 0, 86122.039 456191.463 0, 86101.01300000001 456178.659 0, 86100.94899999999 456178.7 0, 86098.24099999999 456180.916 0, 86096.804 456182.492 0, 86098.03 456183.238 0, 86096.864 456185.152 0, 86112.947 456194.98 0, 86107.804 456203.426 0, 86114.651 456207.538 0))"
pand.9071860,1916100000366686,2016,Bouw gestart,"bijeenkomstfunctie, winkelfunctie",100,100,3,"POLYGON Z ((86101.01300000001 456178.659 0, 86122.039 456191.463 0, 86129.139 456195.787 0, 86133.348 456188.875 0, 86108.55100000001 456173.835 0, 86101.01300000001 456178.659 0))"
pand.9071861,1916100000366687,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86133.348 456188.875 0, 86137.46000000001 456182.124 0, 86132.156 456178.892 0, 86116.015 456169.059 0, 86108.55100000001 456173.835 0, 86133.348 456188.875 0))"
pand.9071862,1916100000366688,2016,Bouw gestart,winkelfunctie,100,100,4,"POLYGON Z ((86116.015 456169.059 0, 86137.46000000001 456182.124 0, 86146.18700000001 456187.438 0, 86153.63800000001 456174.983 0, 86129.69100000001 456160.307 0, 86116.015 456169.059 0))"
pand.9071863,1916100000366691,2016,Bouw gestart,"bijeenkomstfunctie, winkelfunctie",100,100,2,"POLYGON Z ((86115.45600000001 456221.787 0, 86129.63 456198.41 0, 86122.74400000001 456194.216 0, 86119.62 456199.346 0, 86108.95299999999 456216.931 0, 86115.45600000001 456221.787 0))"
pand.9071864,1916100000366693,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86122.07799999999 456226.526 0, 86136.495 456202.59 0, 86144.192 456189.811 0, 86137.141 456185.587 0, 86129.63 456198.41 0, 86115.45600000001 456221.787 0, 86122.07799999999 456226.526 0))"
pand.9071866,1916100000366695,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86122.07799999999 456226.526 0, 86122.12699999999 456226.561 0, 86124.35799999999 456227.526 0, 86130.099 456230.433 0, 86135.242 456233.357 0, 86136.427 456234.084 0, 86150.47900000001 456211.106 0, 86167.342 456183.532 0, 86155.72199999999 456176.571 0, 86146.84 456191.397 0, 86144.192 456189.811 0, 86136.495 456202.59 0, 86122.07799999999 456226.526 0))"
pand.9071867,1916100000366698,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86161.64999999999 456139.855 0, 86191.999 456158.316 0, 86196.2 456151.471 0, 86169.197 456135.025 0, 86161.64999999999 456139.855 0))"
pand.9071868,1916100000366700,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86174.007 456156.783 0, 86154.09299999999 456144.691 0, 86146.632 456149.466 0, 86169.773 456163.736 0, 86172.933 456158.546 0, 86174.007 456156.783 0))"
pand.9071869,1916100000366707,2016,Bouw gestart,winkelfunctie,100,100,3,"POLYGON Z ((86136.427 456234.084 0, 86143.143 456238.426 0, 86147.571 456241.696 0, 86149.71400000001 456243.395 0, 86154.579 456245.904 0, 86161.531 456234.488 0, 86165.709 456227.626 0, 86168.927 456222.341 0, 86185.796 456194.587 0, 86167.342 456183.532 0, 86150.47900000001 456211.106 0, 86136.427 456234.084 0))"
pand.9071870,1916100000366708,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86189.633 456251.609 0, 86198.575 456236.945 0, 86172.674 456221.123 0, 86163.783 456235.859 0, 86189.633 456251.609 0))"
pand.9071871,1916100000366711,2016,Bouw gestart,winkelfunctie,100,100,6,"POLYGON Z ((86234.74099999999 456278.107 0, 86202.769 456259.224 0, 86198.954 456266.414 0, 86198.12 456268.122 0, 86197.69 456269.893 0, 86197.648 456271.778 0, 86197.829 456273.029 0, 86198.386 456274.826 0, 86201.564 456280.53 0, 86203.856 456284.429 0, 86204.322 456285.479 0, 86207.37300000001 456294.476 0, 86211.31 456306.083 0, 86212.004 456307.626 0, 86213.113 456309.168 0, 86214.774 456310.702 0, 86222.289 456315.14 0, 86233.447 456296.249 0, 86235.60400000001 456292.618 0, 86228.611 456288.487 0, 86234.74099999999 456278.107 0))"
pand.9071872,1916100000366712,2016,Bouw gestart,winkelfunctie,100,100,2,"POLYGON Z ((86202.769 456259.224 0, 86234.74099999999 456278.107 0, 86243.17999999999 456263.896 0, 86228.914 456255.47 0, 86221.87300000001 456251.312 0, 86210.524 456244.609 0, 86202.769 456259.224 0))"
pand.9071873,1916100000366713,2016,Bouw gestart,winkelfunctie,100,100,1,"POLYGON Z ((86210.524 456244.609 0, 86221.87300000001 456251.312 0, 86226.17999999999 456243.957 0, 86220.164 456240.461 0, 86219.352 456240.166 0, 86218.077 456239.902 0, 86217.25 456239.881 0, 86216.192 456239.957 0, 86215.042 456240.247 0, 86213.099 456241.269 0, 86212.16800000001 456242.114 0, 86211.288 456243.17 0, 86210.524 456244.609 0))"
